time,minute,activity_top3,delta_top3,activity_rank,delta_rank
10:35,635,"g5,g7,g1","g1,g2,g3",1:g5;2:g7;3:g1;4:g3;5:g2;6:g4;7:g6;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
10:40,640,"g1,g3,g5","g7,g5,g1",1:g1;2:g3;3:g5;4:g7;5:g8;6:g2;7:g4;8:g6;9:g9,1:g7;2:g5;3:g1;4:g3;5:g8;6:g4;7:g9;8:g2;9:g6
10:45,645,"g3,g5,g6","g1,g2,g3",1:g3;2:g5;3:g6;4:g7;5:g1;6:g2;7:g4;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
10:50,650,"g3,g7,g6","g1,g2,g3",1:g3;2:g7;3:g6;4:g8;5:g9;6:g1;7:g2;8:g4;9:g5,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
10:55,655,"g6,g9,g3","g1,g2,g3",1:g6;2:g9;3:g3;4:g4;5:g1;6:g2;7:g5;8:g7;9:g8,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
11:00,660,"g3,g4,g6","g7,g5,g8",1:g3;2:g4;3:g6;4:g7;5:g8;6:g9;7:g1;8:g2;9:g5,1:g7;2:g5;3:g8;4:g3;5:g1;6:g6;7:g9;8:g2;9:g4
11:05,665,"g9,g3,g4","g1,g2,g3",1:g9;2:g3;3:g4;4:g6;5:g7;6:g1;7:g2;8:g5;9:g8,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
11:10,670,"g3,g4,g7","g9,g6,g3",1:g3;2:g4;3:g7;4:g9;5:g1;6:g2;7:g5;8:g6;9:g8,1:g9;2:g6;3:g3;4:g8;5:g4;6:g1;7:g7;8:g5;9:g2
11:15,675,"g4,g3,g5","g1,g2,g3",1:g4;2:g3;3:g5;4:g7;5:g1;6:g2;7:g6;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
11:20,680,"g4,g5,g1","g1,g2,g3",1:g4;2:g5;3:g1;4:g2;5:g3;6:g6;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
11:25,685,"g1,g5,g2","g1,g2,g3",1:g1;2:g5;3:g2;4:g3;5:g4;6:g6;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
11:30,690,"g3,g4,g5","g4,g7,g9",1:g3;2:g4;3:g5;4:g9;5:g1;6:g2;7:g6;8:g7;9:g8,1:g4;2:g7;3:g9;4:g3;5:g5;6:g8;7:g6;8:g1;9:g2
11:35,695,"g1,g4,g5","g1,g2,g3",1:g1;2:g4;3:g5;4:g8;5:g2;6:g3;7:g6;8:g7;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
11:40,700,"g3,g4,g1","g1,g2,g3",1:g3;2:g4;3:g1;4:g5;5:g7;6:g8;7:g2;8:g6;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
11:45,705,"g5,g6,g7","g1,g5,g4",1:g5;2:g6;3:g7;4:g8;5:g1;6:g2;7:g3;8:g4;9:g9,1:g1;2:g5;3:g4;4:g3;5:g9;6:g8;7:g2;8:g6;9:g7
11:50,710,"g4,g1,g2","g1,g2,g3",1:g4;2:g1;3:g2;4:g3;5:g5;6:g6;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
11:55,715,"g3,g4,g8","g1,g2,g3",1:g3;2:g4;3:g8;4:g2;5:g1;6:g5;7:g6;8:g7;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
12:00,720,"g4,g6,g8","g1,g2,g3",1:g4;2:g6;3:g8;4:g1;5:g2;6:g3;7:g5;8:g7;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
12:05,725,"g3,g6,g8","g8,g4,g5",1:g3;2:g6;3:g8;4:g1;5:g2;6:g4;7:g5;8:g7;9:g9,1:g8;2:g4;3:g5;4:g7;5:g3;6:g2;7:g1;8:g9;9:g6
12:10,730,"g8,g6,g9","g1,g2,g3",1:g8;2:g6;3:g9;4:g1;5:g2;6:g3;7:g4;8:g5;9:g7,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
12:15,735,"g1,g9,g8","g1,g2,g3",1:g1;2:g9;3:g8;4:g2;5:g3;6:g4;7:g5;8:g6;9:g7,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
12:20,740,"g1,g7,g8","g1,g2,g3",1:g1;2:g7;3:g8;4:g2;5:g3;6:g4;7:g5;8:g6;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
12:25,745,"g1,g5,g7","g1,g2,g3",1:g1;2:g5;3:g7;4:g8;5:g2;6:g3;7:g4;8:g6;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
12:30,750,"g5,g1,g3","g8,g9,g6",1:g5;2:g1;3:g3;4:g2;5:g4;6:g6;7:g7;8:g8;9:g9,1:g8;2:g9;3:g6;4:g7;5:g1;6:g3;7:g2;8:g5;9:g4
12:35,755,"g1,g3,g2","g1,g2,g3",1:g1;2:g3;3:g2;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
12:40,760,"g1,g5,g3","g1,g2,g3",1:g1;2:g5;3:g3;4:g4;5:g6;6:g2;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
12:45,765,"g1,g5,g6","g1,g2,g3",1:g1;2:g5;3:g6;4:g7;5:g2;6:g3;7:g4;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
12:50,770,"g1,g5,g6","g1,g5,g3",1:g1;2:g5;3:g6;4:g7;5:g2;6:g3;7:g4;8:g8;9:g9,1:g1;2:g5;3:g3;4:g8;5:g7;6:g6;7:g9;8:g4;9:g2
12:55,775,"g1,g5,g7","g1,g2,g3",1:g1;2:g5;3:g7;4:g2;5:g3;6:g4;7:g6;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
13:00,780,"g1,g4,g5","g1,g2,g3",1:g1;2:g4;3:g5;4:g6;5:g7;6:g2;7:g3;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
13:05,785,"g1,g5,g6","g1,g7,g5",1:g1;2:g5;3:g6;4:g4;5:g7;6:g2;7:g3;8:g8;9:g9,1:g1;2:g7;3:g5;4:g6;5:g8;6:g4;7:g2;8:g9;9:g3
13:10,790,"g1,g4,g2","g1,g2,g3",1:g1;2:g4;3:g2;4:g3;5:g5;6:g6;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
13:15,795,"g1,g3,g4","g1,g2,g3",1:g1;2:g3;3:g4;4:g8;5:g2;6:g5;7:g6;8:g7;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
13:20,800,"g1,g3,g4","g1,g2,g3",1:g1;2:g3;3:g4;4:g5;5:g7;6:g8;7:g9;8:g2;9:g6,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
13:25,805,"g3,g4,g7","g1,g5,g4",1:g3;2:g4;3:g7;4:g1;5:g5;6:g2;7:g6;8:g8;9:g9,1:g1;2:g5;3:g4;4:g7;5:g6;6:g8;7:g2;8:g3;9:g9
13:30,810,"g1,g3,g4","g1,g2,g3",1:g1;2:g3;3:g4;4:g7;5:g8;6:g2;7:g5;8:g6;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
13:35,815,"g3,g1,g2","g1,g2,g3",1:g3;2:g1;3:g2;4:g5;5:g7;6:g8;7:g4;8:g6;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
13:40,820,"g6,g3,g2","g1,g2,g3",1:g6;2:g3;3:g2;4:g9;5:g1;6:g4;7:g5;8:g7;9:g8,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
13:45,825,"g1,g9,g2","g1,g2,g3",1:g1;2:g9;3:g2;4:g3;5:g6;6:g7;7:g8;8:g4;9:g5,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
13:50,830,"g3,g2,g6","g3,g7,g1",1:g3;2:g2;3:g6;4:g7;5:g1;6:g4;7:g5;8:g8;9:g9,1:g3;2:g7;3:g1;4:g4;5:g8;6:g9;7:g6;8:g5;9:g2
13:55,835,"g1,g3,g4","g1,g2,g3",1:g1;2:g3;3:g4;4:g7;5:g2;6:g5;7:g6;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
14:00,840,"g3,g4,g1","g1,g2,g3",1:g3;2:g4;3:g1;4:g6;5:g9;6:g2;7:g5;8:g7;9:g8,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
14:05,845,"g3,g1,g4","g1,g2,g3",1:g3;2:g1;3:g4;4:g6;5:g7;6:g9;7:g2;8:g5;9:g8,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
14:10,850,"g3,g7,g1","g3,g1,g7",1:g3;2:g7;3:g1;4:g2;5:g4;6:g9;7:g5;8:g6;9:g8,1:g3;2:g1;3:g7;4:g6;5:g9;6:g2;7:g8;8:g4;9:g5
14:15,855,"g1,g7,g9","g1,g2,g3",1:g1;2:g7;3:g9;4:g2;5:g3;6:g4;7:g5;8:g6;9:g8,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
14:20,860,"g3,g1,g2","g1,g2,g3",1:g3;2:g1;3:g2;4:g5;5:g7;6:g9;7:g4;8:g6;9:g8,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
14:25,865,"g1,g2,g3","g1,g2,g3",1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g8;8:g7;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
14:30,870,"g5,g3,g6","g3,g1,g7",1:g5;2:g3;3:g6;4:g9;5:g1;6:g2;7:g4;8:g7;9:g8,1:g3;2:g1;3:g7;4:g9;5:g4;6:g6;7:g2;8:g5;9:g8
14:35,875,"g1,g5,g9","g1,g2,g3",1:g1;2:g5;3:g9;4:g3;5:g7;6:g8;7:g2;8:g4;9:g6,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
14:40,880,"g3,g1,g2","g1,g2,g3",1:g3;2:g1;3:g2;4:g5;5:g6;6:g7;7:g9;8:g4;9:g8,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
14:45,885,"g2,g3,g4","g5,g1,g9",1:g2;2:g3;3:g4;4:g6;5:g7;6:g8;7:g9;8:g1;9:g5,1:g5;2:g1;3:g9;4:g3;5:g8;6:g6;7:g7;8:g2;9:g4
14:50,890,"g2,g3,g6","g1,g2,g3",1:g2;2:g3;3:g6;4:g4;5:g5;6:g7;7:g9;8:g1;9:g8,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
14:55,895,"g3,g1,g6","g1,g2,g3",1:g3;2:g1;3:g6;4:g9;5:g2;6:g4;7:g5;8:g7;9:g8,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
15:00,900,"g1,g5,g8","g1,g2,g3",1:g1;2:g5;3:g8;4:g2;5:g3;6:g4;7:g6;8:g7;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
15:05,905,"g3,g1,g4","g1,g2,g3",1:g3;2:g1;3:g4;4:g5;5:g8;6:g2;7:g6;8:g7;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
15:10,910,"g1,g3,g4","g3,g6,g2",1:g1;2:g3;3:g4;4:g6;5:g8;6:g2;7:g5;8:g7;9:g9,1:g3;2:g6;3:g2;4:g9;5:g1;6:g4;7:g7;8:g8;9:g5
15:15,915,"g3,g1,g2","g1,g2,g3",1:g3;2:g1;3:g2;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
15:20,920,"g6,g7,g3","g1,g2,g3",1:g6;2:g7;3:g3;4:g4;5:g5;6:g8;7:g1;8:g2;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
15:25,925,"g7,g3,g5","g1,g2,g3",1:g7;2:g3;3:g5;4:g6;5:g1;6:g2;7:g4;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
15:30,930,"g5,g7,g1","g3,g1,g8",1:g5;2:g7;3:g1;4:g3;5:g4;6:g2;7:g6;8:g8;9:g9,1:g3;2:g1;3:g8;4:g4;5:g6;6:g5;7:g2;8:g7;9:g9
15:35,935,"g7,g3,g1","g1,g2,g3",1:g7;2:g3;3:g1;4:g2;5:g4;6:g5;7:g6;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
15:40,940,"g3,g7,g4","g1,g2,g3",1:g3;2:g7;3:g4;4:g5;5:g8;6:g1;7:g2;8:g6;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
15:45,945,"g5,g3,g1","g7,g3,g5",1:g5;2:g3;3:g1;4:g4;5:g8;6:g9;7:g2;8:g6;9:g7,1:g7;2:g3;3:g5;4:g6;5:g8;6:g1;7:g4;8:g9;9:g2
15:50,950,"g1,g3,g4","g1,g2,g3",1:g1;2:g3;3:g4;4:g5;5:g6;6:g9;7:g7;8:g8;9:g2,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
15:55,955,"g8,g9,g3","g1,g2,g3",1:g8;2:g9;3:g3;4:g4;5:g1;6:g2;7:g5;8:g6;9:g7,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
16:00,960,"g1,g5,g6","g1,g2,g3",1:g1;2:g5;3:g6;4:g8;5:g9;6:g2;7:g3;8:g4;9:g7,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
16:05,965,"g1,g2,g5","g1,g2,g3",1:g1;2:g2;3:g5;4:g6;5:g8;6:g9;7:g3;8:g4;9:g7,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
16:10,970,"g7,g8,g2","g9,g3,g8",1:g7;2:g8;3:g2;4:g4;5:g9;6:g1;7:g3;8:g5;9:g6,1:g9;2:g3;3:g8;4:g5;5:g4;6:g1;7:g6;8:g7;9:g2
16:15,975,"g2,g5,g7","g1,g2,g3",1:g2;2:g5;3:g7;4:g4;5:g8;6:g1;7:g3;8:g6;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
16:20,980,"g7,g2,g4","g1,g2,g3",1:g7;2:g2;3:g4;4:g5;5:g8;6:g1;7:g3;8:g6;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
16:25,985,"g2,g4,g5","g1,g2,g3",1:g2;2:g4;3:g5;4:g6;5:g8;6:g1;7:g3;8:g7;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
16:30,990,"g2,g5,g6","g7,g8,g2",1:g2;2:g5;3:g6;4:g8;5:g1;6:g3;7:g4;8:g7;9:g9,1:g7;2:g8;3:g2;4:g5;5:g9;6:g6;7:g1;8:g4;9:g3
16:35,995,"g3,g2,g5","g1,g2,g3",1:g3;2:g2;3:g5;4:g6;5:g1;6:g4;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
16:40,1000,"g2,g6,g5","g1,g2,g3",1:g2;2:g6;3:g5;4:g1;5:g3;6:g4;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
16:45,1005,"g5,g3,g1","g1,g2,g3",1:g5;2:g3;3:g1;4:g2;5:g7;6:g9;7:g4;8:g6;9:g8,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
16:50,1010,"g7,g1,g3","g2,g6,g5",1:g7;2:g1;3:g3;4:g2;5:g4;6:g5;7:g6;8:g8;9:g9,1:g2;2:g6;3:g5;4:g4;5:g3;6:g8;7:g9;8:g7;9:g1
16:55,1015,"g5,g9,g1","g1,g2,g3",1:g5;2:g9;3:g1;4:g2;5:g6;6:g7;7:g3;8:g4;9:g8,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
17:00,1020,"g3,g5,g6","g1,g2,g3",1:g3;2:g5;3:g6;4:g1;5:g2;6:g4;7:g9;8:g7;9:g8,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
17:05,1025,"g4,g5,g2","g5,g7,g1",1:g4;2:g5;3:g2;4:g3;5:g6;6:g9;7:g1;8:g7;9:g8,1:g5;2:g7;3:g1;4:g9;5:g2;6:g6;7:g3;8:g8;9:g4
17:10,1030,"g5,g2,g4","g1,g2,g3",1:g5;2:g2;3:g4;4:g1;5:g3;6:g6;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
17:15,1035,"g4,g7,g3","g1,g2,g3",1:g4;2:g7;3:g3;4:g1;5:g5;6:g6;7:g2;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
17:20,1040,"g7,g4,g5","g1,g2,g3",1:g7;2:g4;3:g5;4:g1;5:g2;6:g3;7:g6;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
17:25,1045,"g5,g7,g8","g1,g2,g3",1:g5;2:g7;3:g8;4:g3;5:g4;6:g1;7:g2;8:g6;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
17:30,1050,"g6,g5,g3","g5,g4,g3",1:g6;2:g5;3:g3;4:g7;5:g2;6:g4;7:g1;8:g8;9:g9,1:g5;2:g4;3:g3;4:g6;5:g7;6:g2;7:g1;8:g9;9:g8
17:35,1055,"g2,g5,g6","g1,g2,g3",1:g2;2:g5;3:g6;4:g3;5:g7;6:g1;7:g4;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
17:40,1060,"g3,g2,g5","g1,g2,g3",1:g3;2:g2;3:g5;4:g6;5:g1;6:g4;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
17:45,1065,"g2,g3,g5","g1,g2,g3",1:g2;2:g3;3:g5;4:g1;5:g4;6:g6;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
17:50,1070,"g3,g1,g7","g5,g6,g7",1:g3;2:g1;3:g7;4:g2;5:g4;6:g5;7:g6;8:g8;9:g9,1:g5;2:g6;3:g7;4:g2;5:g3;6:g8;7:g4;8:g1;9:g9
17:55,1075,"g3,g4,g2","g1,g2,g3",1:g3;2:g4;3:g2;4:g6;5:g7;6:g1;7:g5;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
18:00,1080,"g7,g3,g4","g1,g2,g3",1:g7;2:g3;3:g4;4:g6;5:g8;6:g9;7:g1;8:g2;9:g5,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
18:05,1085,"g4,g6,g3","g1,g2,g3",1:g4;2:g6;3:g3;4:g9;5:g1;6:g2;7:g5;8:g7;9:g8,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
18:10,1090,"g1,g4,g6","g3,g2,g7",1:g1;2:g4;3:g6;4:g3;5:g8;6:g9;7:g2;8:g5;9:g7,1:g3;2:g2;3:g7;4:g4;5:g5;6:g1;7:g8;8:g6;9:g9
18:15,1095,"g4,g6,g8","g1,g2,g3",1:g4;2:g6;3:g8;4:g3;5:g9;6:g1;7:g2;8:g5;9:g7,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
18:20,1100,"g6,g3,g4","g1,g2,g3",1:g6;2:g3;3:g4;4:g8;5:g9;6:g1;7:g2;8:g5;9:g7,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
18:25,1105,"g6,g8,g1","g6,g4,g3",1:g6;2:g8;3:g1;4:g2;5:g3;6:g4;7:g5;8:g7;9:g9,1:g6;2:g4;3:g3;4:g9;5:g8;6:g7;7:g1;8:g5;9:g2
18:30,1110,"g3,g1,g2","g1,g2,g3",1:g3;2:g1;3:g2;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
18:35,1115,"g3,g1,g2","g1,g2,g3",1:g3;2:g1;3:g2;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
18:40,1120,"g3,g5,g1","g1,g2,g3",1:g3;2:g5;3:g1;4:g2;5:g6;6:g4;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
18:45,1125,"g2,g4,g3","g1,g2,g3",1:g2;2:g4;3:g3;4:g5;5:g6;6:g1;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
18:50,1130,"g4,g1,g3","g3,g6,g5",1:g4;2:g1;3:g3;4:g6;5:g2;6:g5;7:g7;8:g8;9:g9,1:g3;2:g6;3:g5;4:g1;5:g8;6:g4;7:g9;8:g7;9:g2
18:55,1135,"g2,g1,g4","g1,g2,g3",1:g2;2:g1;3:g4;4:g6;5:g3;6:g5;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
