time,minute,activity_top3,delta_top3,activity_rank,delta_rank
10:35,635,"g3,g1,g2","g1,g2,g3",1:g3;2:g1;3:g2;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
10:40,640,"g3,g5,g1","g3,g5,g8",1:g3;2:g5;3:g1;4:g2;5:g4;6:g6;7:g7;8:g8;9:g9,1:g3;2:g5;3:g8;4:g6;5:g9;6:g7;7:g2;8:g1;9:g4
10:45,645,"g3,g5,g1","g1,g2,g3",1:g3;2:g5;3:g1;4:g2;5:g4;6:g6;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
10:50,650,"g5,g1,g2","g1,g2,g3",1:g5;2:g1;3:g2;4:g3;5:g4;6:g6;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
10:55,655,"g1,g5,g4","g1,g2,g3",1:g1;2:g5;3:g4;4:g2;5:g3;6:g6;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
11:00,660,"g1,g3,g5","g3,g5,g1",1:g1;2:g3;3:g5;4:g2;5:g4;6:g6;7:g7;8:g8;9:g9,1:g3;2:g5;3:g1;4:g8;5:g9;6:g6;7:g2;8:g4;9:g7
11:05,665,"g3,g5,g1","g1,g2,g3",1:g3;2:g5;3:g1;4:g2;5:g4;6:g6;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
11:10,670,"g5,g1,g3","g1,g2,g3",1:g5;2:g1;3:g3;4:g4;5:g7;6:g2;7:g6;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
11:15,675,"g5,g7,g8","g1,g2,g3",1:g5;2:g7;3:g8;4:g1;5:g2;6:g3;7:g4;8:g6;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
11:20,680,"g5,g4,g7","g1,g2,g3",1:g5;2:g4;3:g7;4:g8;5:g1;6:g2;7:g3;8:g6;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
11:25,685,"g5,g2,g4","g1,g2,g3",1:g5;2:g2;3:g4;4:g7;5:g9;6:g1;7:g3;8:g6;9:g8,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
11:30,690,"g1,g2,g5","g5,g1,g7",1:g1;2:g2;3:g5;4:g8;5:g9;6:g3;7:g4;8:g6;9:g7,1:g5;2:g1;3:g7;4:g8;5:g4;6:g3;7:g6;8:g2;9:g9
11:35,695,"g9,g4,g5","g1,g2,g3",1:g9;2:g4;3:g5;4:g1;5:g2;6:g3;7:g6;8:g7;9:g8,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
11:40,700,"g5,g3,g8","g1,g2,g3",1:g5;2:g3;3:g8;4:g9;5:g1;6:g2;7:g4;8:g6;9:g7,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
11:45,705,"g5,g1,g2","g8,g5,g9",1:g5;2:g1;3:g2;4:g3;5:g4;6:g6;7:g7;8:g8;9:g9,1:g8;2:g5;3:g9;4:g4;5:g2;6:g7;7:g6;8:g1;9:g3
11:50,710,"g1,g5,g8","g1,g2,g3",1:g1;2:g5;3:g8;4:g2;5:g3;6:g4;7:g6;8:g7;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
11:55,715,"g6,g1,g2","g1,g2,g3",1:g6;2:g1;3:g2;4:g5;5:g3;6:g4;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
12:00,720,"g1,g5,g6","g1,g2,g3",1:g1;2:g5;3:g6;4:g2;5:g3;6:g4;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
12:05,725,"g4,g9,g2","g1,g2,g3",1:g4;2:g9;3:g2;4:g1;5:g3;6:g5;7:g6;8:g7;9:g8,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
12:10,730,"g1,g2,g3","g1,g2,g3",1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
12:15,735,"g2,g7,g1","g1,g2,g3",1:g2;2:g7;3:g1;4:g4;5:g3;6:g5;7:g6;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
12:20,740,"g1,g2,g4","g1,g2,g3",1:g1;2:g2;3:g4;4:g3;5:g5;6:g6;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
12:25,745,"g2,g8,g9","g1,g2,g3",1:g2;2:g8;3:g9;4:g1;5:g3;6:g4;7:g5;8:g6;9:g7,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
12:30,750,"g1,g4,g7","g6,g1,g2",1:g1;2:g4;3:g7;4:g9;5:g2;6:g3;7:g5;8:g6;9:g8,1:g6;2:g1;3:g2;4:g9;5:g5;6:g7;7:g4;8:g8;9:g3
12:35,755,"g4,g7,g9","g1,g2,g3",1:g4;2:g7;3:g9;4:g1;5:g2;6:g3;7:g5;8:g6;9:g8,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
12:40,760,"g2,g4,g5","g1,g2,g3",1:g2;2:g4;3:g5;4:g7;5:g8;6:g1;7:g3;8:g6;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
12:45,765,"g2,g5,g7","g1,g2,g3",1:g2;2:g5;3:g7;4:g4;5:g8;6:g1;7:g3;8:g6;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
12:50,770,"g2,g4,g5","g7,g9,g2",1:g2;2:g4;3:g5;4:g7;5:g8;6:g1;7:g3;8:g6;9:g9,1:g7;2:g9;3:g2;4:g8;5:g4;6:g1;7:g6;8:g3;9:g5
12:55,775,"g8,g2,g4","g1,g2,g3",1:g8;2:g2;3:g4;4:g6;5:g1;6:g3;7:g5;8:g7;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
13:00,780,"g3,g5,g6","g1,g2,g3",1:g3;2:g5;3:g6;4:g8;5:g1;6:g2;7:g4;8:g7;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
13:05,785,"g2,g3,g8","g1,g2,g3",1:g2;2:g3;3:g8;4:g1;5:g4;6:g5;7:g6;8:g7;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
13:10,790,"g2,g1,g3","g1,g2,g3",1:g2;2:g1;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
13:15,795,"g9,g1,g2","g1,g2,g3",1:g9;2:g1;3:g2;4:g3;5:g4;6:g5;7:g6;8:g7;9:g8,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
13:20,800,"g9,g2,g1","g1,g2,g3",1:g9;2:g2;3:g1;4:g3;5:g4;6:g5;7:g6;8:g7;9:g8,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
13:25,805,"g2,g5,g9","g2,g8,g6",1:g2;2:g5;3:g9;4:g1;5:g3;6:g4;7:g6;8:g7;9:g8,1:g2;2:g8;3:g6;4:g5;5:g9;6:g7;7:g4;8:g3;9:g1
13:30,810,"g9,g1,g2","g1,g2,g3",1:g9;2:g1;3:g2;4:g3;5:g5;6:g4;7:g6;8:g7;9:g8,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
13:35,815,"g2,g3,g7","g1,g2,g3",1:g2;2:g3;3:g7;4:g9;5:g1;6:g4;7:g5;8:g6;9:g8,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
13:40,820,"g4,g7,g2","g1,g2,g3",1:g4;2:g7;3:g2;4:g3;5:g9;6:g1;7:g5;8:g6;9:g8,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
13:45,825,"g9,g3,g4","g1,g2,g3",1:g9;2:g3;3:g4;4:g5;5:g7;6:g1;7:g2;8:g6;9:g8,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
13:50,830,"g5,g7,g2","g9,g2,g3",1:g5;2:g7;3:g2;4:g1;5:g3;6:g4;7:g6;8:g8;9:g9,1:g9;2:g2;3:g3;4:g7;5:g5;6:g1;7:g4;8:g8;9:g6
13:55,835,"g7,g5,g9","g1,g2,g3",1:g7;2:g5;3:g9;4:g1;5:g2;6:g3;7:g4;8:g6;9:g8,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
14:00,840,"g5,g2,g3","g1,g2,g3",1:g5;2:g2;3:g3;4:g4;5:g7;6:g9;7:g1;8:g6;9:g8,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
14:05,845,"g4,g9,g5","g1,g2,g3",1:g4;2:g9;3:g5;4:g2;5:g3;6:g1;7:g6;8:g7;9:g8,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
14:10,850,"g3,g4,g8","g1,g2,g3",1:g3;2:g4;3:g8;4:g1;5:g2;6:g5;7:g6;8:g7;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
14:15,855,"g2,g4,g9","g1,g2,g3",1:g2;2:g4;3:g9;4:g1;5:g3;6:g5;7:g6;8:g7;9:g8,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
14:20,860,"g4,g2,g3","g1,g2,g3",1:g4;2:g2;3:g3;4:g9;5:g1;6:g5;7:g6;8:g7;9:g8,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
14:25,865,"g9,g3,g4","g1,g2,g3",1:g9;2:g3;3:g4;4:g1;5:g2;6:g5;7:g6;8:g7;9:g8,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
14:30,870,"g4,g9,g1","g9,g5,g4",1:g4;2:g9;3:g1;4:g2;5:g3;6:g5;7:g6;8:g7;9:g8,1:g9;2:g5;3:g4;4:g2;5:g7;6:g3;7:g8;8:g6;9:g1
14:35,875,"g1,g2,g9","g1,g2,g3",1:g1;2:g2;3:g9;4:g3;5:g4;6:g5;7:g6;8:g7;9:g8,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
14:40,880,"g3,g1,g2","g1,g2,g3",1:g3;2:g1;3:g2;4:g4;5:g9;6:g6;7:g5;8:g7;9:g8,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
14:45,885,"g3,g1,g4","g9,g4,g3",1:g3;2:g1;3:g4;4:g8;5:g2;6:g6;7:g7;8:g9;9:g5,1:g9;2:g4;3:g3;4:g2;5:g1;6:g6;7:g7;8:g8;9:g5
14:50,890,"g3,g1,g6","g1,g2,g3",1:g3;2:g1;3:g6;4:g2;5:g4;6:g8;7:g5;8:g7;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
14:55,895,"g1,g3,g4","g1,g2,g3",1:g1;2:g3;3:g4;4:g5;5:g7;6:g6;7:g2;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
15:00,900,"g1,g9,g3","g1,g2,g3",1:g1;2:g9;3:g3;4:g5;5:g6;6:g2;7:g4;8:g7;9:g8,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
15:05,905,"g5,g1,g2","g1,g2,g3",1:g5;2:g1;3:g2;4:g3;5:g4;6:g6;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
15:10,910,"g1,g9,g2","g1,g2,g3",1:g1;2:g9;3:g2;4:g5;5:g3;6:g4;7:g6;8:g7;9:g8,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
15:15,915,"g5,g1,g6","g1,g2,g3",1:g5;2:g1;3:g6;4:g8;5:g9;6:g2;7:g3;8:g4;9:g7,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
15:20,920,"g8,g1,g5","g1,g2,g3",1:g8;2:g1;3:g5;4:g6;5:g7;6:g2;7:g3;8:g4;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
15:25,925,"g7,g8,g2","g1,g2,g3",1:g7;2:g8;3:g2;4:g3;5:g4;6:g5;7:g6;8:g9;9:g1,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
15:30,930,"g8,g4,g1","g1,g3,g5",1:g8;2:g4;3:g1;4:g2;5:g3;6:g5;7:g7;8:g6;9:g9,1:g1;2:g3;3:g5;4:g6;5:g9;6:g8;7:g2;8:g4;9:g7
15:35,935,"g4,g3,g5","g1,g2,g3",1:g4;2:g3;3:g5;4:g7;5:g8;6:g1;7:g2;8:g6;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
15:40,940,"g5,g4,g3","g1,g2,g3",1:g5;2:g4;3:g3;4:g1;5:g2;6:g6;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
15:45,945,"g1,g5,g3","g4,g8,g7",1:g1;2:g5;3:g3;4:g9;5:g2;6:g4;7:g6;8:g7;9:g8,1:g4;2:g8;3:g7;4:g5;5:g3;6:g6;7:g2;8:g1;9:g9
15:50,950,"g1,g5,g7","g1,g2,g3",1:g1;2:g5;3:g7;4:g8;5:g9;6:g2;7:g3;8:g4;9:g6,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
15:55,955,"g7,g5,g8","g1,g2,g3",1:g7;2:g5;3:g8;4:g9;5:g1;6:g2;7:g3;8:g4;9:g6,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
16:00,960,"g5,g7,g1","g1,g2,g3",1:g5;2:g7;3:g1;4:g8;5:g2;6:g3;7:g4;8:g6;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
16:05,965,"g3,g5,g7","g1,g2,g3",1:g3;2:g5;3:g7;4:g1;5:g2;6:g8;7:g4;8:g6;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
16:10,970,"g1,g5,g2","g1,g2,g3",1:g1;2:g5;3:g2;4:g3;5:g4;6:g6;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
16:15,975,"g1,g2,g3","g1,g2,g3",1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
16:20,980,"g7,g9,g1","g1,g2,g3",1:g7;2:g9;3:g1;4:g8;5:g2;6:g3;7:g4;8:g5;9:g6,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
16:25,985,"g5,g7,g8","g1,g2,g3",1:g5;2:g7;3:g8;4:g9;5:g1;6:g2;7:g3;8:g4;9:g6,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
16:30,990,"g3,g9,g1","g5,g1,g7",1:g3;2:g9;3:g1;4:g8;5:g2;6:g4;7:g5;8:g6;9:g7,1:g5;2:g1;3:g7;4:g9;5:g8;6:g2;7:g3;8:g6;9:g4
16:35,995,"g1,g3,g5","g1,g2,g3",1:g1;2:g3;3:g5;4:g7;5:g8;6:g2;7:g4;8:g6;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
16:40,1000,"g7,g8,g3","g1,g2,g3",1:g7;2:g8;3:g3;4:g5;5:g1;6:g2;7:g4;8:g6;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
16:45,1005,"g1,g7,g5","g1,g2,g3",1:g1;2:g7;3:g5;4:g8;5:g2;6:g3;7:g4;8:g6;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
16:50,1010,"g7,g8,g1","g8,g1,g7",1:g7;2:g8;3:g1;4:g4;5:g2;6:g3;7:g5;8:g6;9:g9,1:g8;2:g1;3:g7;4:g9;5:g3;6:g5;7:g6;8:g4;9:g2
16:55,1015,"g7,g8,g4","g1,g2,g3",1:g7;2:g8;3:g4;4:g1;5:g2;6:g3;7:g5;8:g6;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
17:00,1020,"g7,g8,g3","g1,g2,g3",1:g7;2:g8;3:g3;4:g1;5:g2;6:g4;7:g5;8:g6;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
17:05,1025,"g3,g4,g5","g1,g2,g3",1:g3;2:g4;3:g5;4:g7;5:g1;6:g2;7:g6;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
17:10,1030,"g3,g4,g7","g1,g2,g3",1:g3;2:g4;3:g7;4:g1;5:g2;6:g5;7:g6;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
17:15,1035,"g3,g1,g7","g1,g2,g3",1:g3;2:g1;3:g7;4:g2;5:g4;6:g5;7:g6;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
17:20,1040,"g4,g7,g1","g1,g2,g3",1:g4;2:g7;3:g1;4:g2;5:g3;6:g5;7:g6;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
17:25,1045,"g4,g7,g1","g1,g2,g3",1:g4;2:g7;3:g1;4:g2;5:g3;6:g5;7:g6;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
17:30,1050,"g4,g7,g1","g7,g8,g1",1:g4;2:g7;3:g1;4:g2;5:g3;6:g5;7:g6;8:g8;9:g9,1:g7;2:g8;3:g1;4:g3;5:g4;6:g6;7:g5;8:g9;9:g2
17:35,1055,"g4,g7,g1","g1,g2,g3",1:g4;2:g7;3:g1;4:g2;5:g3;6:g5;7:g6;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
17:40,1060,"g4,g6,g8","g1,g2,g3",1:g4;2:g6;3:g8;4:g9;5:g1;6:g2;7:g3;8:g5;9:g7,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
17:45,1065,"g4,g1,g2","g1,g2,g3",1:g4;2:g1;3:g2;4:g3;5:g5;6:g6;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
17:50,1070,"g5,g8,g1","g4,g7,g6",1:g5;2:g8;3:g1;4:g2;5:g3;6:g4;7:g6;8:g7;9:g9,1:g4;2:g7;3:g6;4:g8;5:g9;6:g2;7:g1;8:g3;9:g5
17:55,1075,"g3,g4,g1","g1,g2,g3",1:g3;2:g4;3:g1;4:g2;5:g5;6:g6;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
18:00,1080,"g4,g2,g3","g1,g2,g3",1:g4;2:g2;3:g3;4:g1;5:g5;6:g6;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
18:05,1085,"g4,g2,g1","g1,g2,g3",1:g4;2:g2;3:g1;4:g3;5:g5;6:g6;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
18:10,1090,"g2,g3,g5","g1,g2,g3",1:g2;2:g3;3:g5;4:g1;5:g4;6:g6;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
18:15,1095,"g3,g5,g1","g1,g2,g3",1:g3;2:g5;3:g1;4:g2;5:g4;6:g6;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
18:20,1100,"g3,g5,g1","g1,g2,g3",1:g3;2:g5;3:g1;4:g2;5:g4;6:g6;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
18:25,1105,"g1,g2,g3","g4,g2,g3",1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9,1:g4;2:g2;3:g3;4:g5;5:g8;6:g9;7:g1;8:g6;9:g7
18:30,1110,"g3,g5,g6","g1,g2,g3",1:g3;2:g5;3:g6;4:g1;5:g2;6:g4;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
18:35,1115,"g5,g1,g2","g1,g2,g3",1:g5;2:g1;3:g2;4:g3;5:g4;6:g6;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
18:40,1120,"g1,g5,g2","g1,g2,g3",1:g1;2:g5;3:g2;4:g3;5:g4;6:g6;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
18:45,1125,"g1,g2,g3","g1,g2,g3",1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
18:50,1130,"g2,g3,g1","g5,g9,g6",1:g2;2:g3;3:g1;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9,1:g5;2:g9;3:g6;4:g3;5:g1;6:g4;7:g2;8:g8;9:g7
18:55,1135,"g2,g1,g3","g1,g2,g3",1:g2;2:g1;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9,1:g1;2:g2;3:g3;4:g4;5:g5;6:g6;7:g7;8:g8;9:g9
